1,552,,48,28,DGX SaturnV,"NVIDIA DGX-1, Xeon E5-2698v4 20C 2.2GHz, Infiniband EDR, NVIDIA Tesla P100",NVIDIA Corporation,Nvidia,United States,2016,Industry,60512,55552,3307000,4896512,1419552,0,349.5,Submitted,9462.09,Cluster,Xeon E5-2698v4 20C 2.2GHz,Intel Broadwell,2200,Ubuntu 14.04,Linux,NVIDIA Tesla P100,20,Intel Xeon E5 (Broadwell),NVIDIA DGX-1,NVIDIA DGX,Infiniband,Infiniband EDR,North America,Americas
2,651,8,40,114,Piz Daint,"Cray XC50, Xeon E5-2690v3 12C 2.6GHz, Aries interconnect , NVIDIA Tesla P100",Swiss National Supercomputing Centre (CSCS),Cray Inc.,Switzerland,2016,Research,206720,170240,9779000,15987968,2488320,0,1312,Submitted,7453.51,MPP,Xeon E5-2690v3 12C 2.6GHz,Intel Haswell,2600,Cray Linux Environment ,Linux,NVIDIA Tesla P100,12,Intel Xeon E5 (Haswell),Cray XC50,Cray XC,Custom Interconnect,Aries interconnect ,Western Europe,Europe
